id,province_id,name,alt_name,latitude,longitude
1301,13,KABUPATEN KEPULAUAN MENTAWAI,KABUPATEN KEPULAUAN MENTAWAI,1.98917,99.51889
1302,13,KABUPATEN PESISIR SELATAN,KABUPATEN PESISIR SELATAN,-1.58333,100.85
1303,13,KABUPATEN SOLOK,KABUPATEN SOLOK,-0.96667,100.81667
1304,13,KABUPATEN SIJUNJUNG,KABUPATEN SIJUNJUNG,-1.1827,101.6056
1305,13,KABUPATEN TANAH DATAR,KABUPATEN TANAH DATAR,-0.4555,100.5771
1306,13,KABUPATEN PADANG PARIAMAN,KABUPATEN PADANG PARIAMAN,-0.6,100.28333
1307,13,KABUPATEN AGAM,KABUPATEN AGAM,-0.25,100.16667
1308,13,KABUPATEN LIMA PULUH KOTA,KABUPATEN LIMA PULUH KOTA,-0.0168,100.5872
1309,13,KABUPATEN PASAMAN,KABUPATEN PASAMAN,0.42503,99.94606
1310,13,KABUPATEN SOLOK SELATAN,KABUPATEN SOLOK SELATAN,-1.23333,101.417
1311,13,KABUPATEN DHARMASRAYA,KABUPATEN DHARMASRAYA,-1.05,101.367
1312,13,KABUPATEN PASAMAN BARAT,KABUPATEN PASAMAN BARAT,0.28152,99.51965
1371,13,KOTA PADANG,KOTA PADANG,-0.98333,100.45
1372,13,KOTA SOLOK,KOTA SOLOK,-0.76667,100.61667
1373,13,KOTA SAWAH LUNTO,KOTA SAWAH LUNTO,-0.6,100.75
1374,13,KOTA PADANG PANJANG,KOTA PADANG PANJANG,-0.45,100.43333
1375,13,KOTA BUKITTINGGI,KOTA BUKITTINGGI,-0.275,100.375
1376,13,KOTA PAYAKUMBUH,KOTA PAYAKUMBUH,-0.23333,100.63333
1377,13,KOTA PARIAMAN,KOTA PARIAMAN,-0.62682,100.12047
